ID,Title,Author,Year,Format,File
1,A Critical Review of the Use of Wenger's Community of Practice (CoP) Theoretical Framework in Online and Blended Learning Research, 2000-2014,Smith, S. U., Hayes, S., & Shea, P,2017,PDF,ebook/Artikel Jurnal CoP.pdf
